Code,Nom,Stat. Pers.,Type,HR Business Unit,Dept Descr,Executive BU,CGI Groupe d'affaire,CGI BU,Statut employé,Emploi,Location (CGI Office),Classe,Étape,Type pmt GL,Perm./temp.,Catégorie empl.,Proj Role,Home Country,Home City,Home State/Prov,CGI Tenure,Professional Experience Date,Location Type,Lieu Travail,Code FCP,Pool Descr,Competency,Description,Capacité,Proficiency Description,Année obtention,Dernière année util.,Années expérience,Supervisor Name,Interest Level of Competencies
475640,Lisa Rowe,N,I,EUA41,SHA DTR DIGIT MKT AGENCY-BT41,FR,BUGFRANCE,FRICE,P,6,FRAREN002,CET,1,DIR,T,,Conseiller en management,FRA,LATTES,13.0,2011-08-16,2015-01-22,Bureau CGI,FRAPAR0001,362,FR G EST Clermont Ferrand,200539,Sécurité physique,3,1-Faible,0,0,3,Brian Hayes,2
475640,Lisa Rowe,N,I,EUA41,SHA DTR DIGIT MKT AGENCY-BT41,FR,BUGFRANCE,FRICE,P,6,FRAREN002,CET,1,DIR,T,,Conseiller en management,FRA,LATTES,13.0,2011-08-16,2015-01-22,Bureau CGI,FRAPAR0001,362,FR G EST Clermont Ferrand,202653,Gestion des versions,4,2-Bon,0,2020,0,Brian Hayes,2
447849,Jonathan Benson,E,,EUA41,SHA GIT EMERGING-BT30,FR,BUGFRANCE,FRICE,A,411,FRAMON001,GPS,93,ADM,R,Subcontrac,"VP, Conseil en management",FRA,Buzet Sur Tarn,82.0,2018-05-07,2011-09-01,Autre,,440,FR G OUEST Rennes,202128,NoSQL,1,3-Très bon,0,2023,0,Teresa Dean,0
447849,Jonathan Benson,E,,EUA41,SHA GIT EMERGING-BT30,FR,BUGFRANCE,FRICE,A,411,FRAMON001,GPS,93,ADM,R,Subcontrac,"VP, Conseil en management",FRA,Buzet Sur Tarn,82.0,2018-05-07,2011-09-01,Autre,,440,FR G OUEST Rennes,201390,Machines intelligentes,4,0-Aucun,0,2020,0,Teresa Dean,0
447849,Jonathan Benson,E,,EUA41,SHA GIT EMERGING-BT30,FR,BUGFRANCE,FRICE,A,411,FRAMON001,GPS,93,ADM,R,Subcontrac,"VP, Conseil en management",FRA,Buzet Sur Tarn,82.0,2018-05-07,2011-09-01,Autre,,440,FR G OUEST Rennes,200782,Hôpitaux et fournisseurs,3,0-Aucun,0,2020,5,Teresa Dean,0
LPS00344883,Timothy Armstrong,N,,EUA41,SHA CPI CX PLATF INTERACT MAG,FR,BUGFRANCE,FRICE,A,210,FRAMON001,MGE,9,DIR,T,,Responsable de tests,,ASPERES,37.0,2001-10-10,2017-09-05,,,129,FR G EST Clermont Ferrand,200360,MS Dynamics CRM Customizing,1,4-Expert,0,2023,2,William Arnold,3
LPS00344883,Timothy Armstrong,N,,EUA41,SHA CPI CX PLATF INTERACT MAG,FR,BUGFRANCE,FRICE,A,210,FRAMON001,MGE,9,DIR,T,,Responsable de tests,,ASPERES,37.0,2001-10-10,2017-09-05,,,129,FR G EST Clermont Ferrand,200925,Conception expérience client,3,3-Très bon,0,2023,1,William Arnold,3
LPS00344883,Timothy Armstrong,N,,EUA41,SHA CPI CX PLATF INTERACT MAG,FR,BUGFRANCE,FRICE,A,210,FRAMON001,MGE,9,DIR,T,,Responsable de tests,,ASPERES,37.0,2001-10-10,2017-09-05,,,129,FR G EST Clermont Ferrand,201398,Agents et courtiers,3,1-Faible,0,2020,5,William Arnold,3
LPS00344883,Timothy Armstrong,N,,EUA41,SHA CPI CX PLATF INTERACT MAG,FR,BUGFRANCE,FRICE,A,210,FRAMON001,MGE,9,DIR,T,,Responsable de tests,,ASPERES,37.0,2001-10-10,2017-09-05,,,129,FR G EST Clermont Ferrand,202077,COBOL,0,1-Faible,0,2023,3,William Arnold,3
LPS00344883,Timothy Armstrong,N,,EUA41,SHA CPI CX PLATF INTERACT MAG,FR,BUGFRANCE,FRICE,A,210,FRAMON001,MGE,9,DIR,T,,Responsable de tests,,ASPERES,37.0,2001-10-10,2017-09-05,,,129,FR G EST Clermont Ferrand,200541,Architecture technique,2,2-Bon,0,0,2,William Arnold,3
LPS00344883,Timothy Armstrong,N,,EUA41,SHA CPI CX PLATF INTERACT MAG,FR,BUGFRANCE,FRICE,A,210,FRAMON001,MGE,9,DIR,T,,Responsable de tests,,ASPERES,37.0,2001-10-10,2017-09-05,,,129,FR G EST Clermont Ferrand,202401,Scheduling Control-M,1,2-Bon,0,2023,0,William Arnold,3
LPS00344883,Timothy Armstrong,N,,EUA41,SHA CPI CX PLATF INTERACT MAG,FR,BUGFRANCE,FRICE,A,210,FRAMON001,MGE,9,DIR,T,,Responsable de tests,,ASPERES,37.0,2001-10-10,2017-09-05,,,129,FR G EST Clermont Ferrand,200918,Adapt Learning,2,4-Expert,0,0,5,William Arnold,3
470174,Joanna Kennedy,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,504,FRATRS001,GPS,92,DIR,T,Subcontrac,"VP-conseil,Prestation services",,CLAMART,11.0,2017-01-02,2016-10-10,Bureau CGI,FRAPAR0001,374,FR G EST Strasbourg,201445,Java Reflection,1,3-Très bon,0,2023,1,Sue Khan,4
470174,Joanna Kennedy,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,504,FRATRS001,GPS,92,DIR,T,Subcontrac,"VP-conseil,Prestation services",,CLAMART,11.0,2017-01-02,2016-10-10,Bureau CGI,FRAPAR0001,374,FR G EST Strasbourg,200189,Firebase Google Cloud,4,0-Aucun,0,0,0,Sue Khan,4
470174,Joanna Kennedy,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,504,FRATRS001,GPS,92,DIR,T,Subcontrac,"VP-conseil,Prestation services",,CLAMART,11.0,2017-01-02,2016-10-10,Bureau CGI,FRAPAR0001,374,FR G EST Strasbourg,201833,Visual Basic,2,3-Très bon,0,0,1,Sue Khan,4
470174,Joanna Kennedy,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,504,FRATRS001,GPS,92,DIR,T,Subcontrac,"VP-conseil,Prestation services",,CLAMART,11.0,2017-01-02,2016-10-10,Bureau CGI,FRAPAR0001,374,FR G EST Strasbourg,202686,Gestion des services TI,1,3-Très bon,0,2023,1,Sue Khan,4
470174,Joanna Kennedy,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,504,FRATRS001,GPS,92,DIR,T,Subcontrac,"VP-conseil,Prestation services",,CLAMART,11.0,2017-01-02,2016-10-10,Bureau CGI,FRAPAR0001,374,FR G EST Strasbourg,201081,Prise de parole en public,0,3-Très bon,0,0,3,Sue Khan,4
LPS00326911,Denise Harrison,E,,EUA41,SHA GIT CORE-BT60,FR,BUGFRANCE,FRICE,P,2,FRAREN002,MGE,91,DIR,T,,"VP, Conseil en management",,RIGNY USSE,41.0,2011-09-19,2015-01-22,Autre,FRACES0001,335,FR FS Alcyane,201434,Tests système d‘exp. Android,1,0-Aucun,0,0,3,Deborah Lynch,2
LPS00326911,Denise Harrison,E,,EUA41,SHA GIT CORE-BT60,FR,BUGFRANCE,FRICE,P,2,FRAREN002,MGE,91,DIR,T,,"VP, Conseil en management",,RIGNY USSE,41.0,2011-09-19,2015-01-22,Autre,FRACES0001,335,FR FS Alcyane,202666,Azure HD Insight,2,2-Bon,0,0,2,Deborah Lynch,2
LPS00326911,Denise Harrison,E,,EUA41,SHA GIT CORE-BT60,FR,BUGFRANCE,FRICE,P,2,FRAREN002,MGE,91,DIR,T,,"VP, Conseil en management",,RIGNY USSE,41.0,2011-09-19,2015-01-22,Autre,FRACES0001,335,FR FS Alcyane,201924,Stratégie d‘essais,4,1-Faible,0,2023,2,Deborah Lynch,2
LPS00326911,Denise Harrison,E,,EUA41,SHA GIT CORE-BT60,FR,BUGFRANCE,FRICE,P,2,FRAREN002,MGE,91,DIR,T,,"VP, Conseil en management",,RIGNY USSE,41.0,2011-09-19,2015-01-22,Autre,FRACES0001,335,FR FS Alcyane,201121,Soutien prestation de services,1,4-Expert,0,2020,0,Deborah Lynch,2
LPS00317843,John Sanchez,E,,EUA41,SHA GIT EMERGING-BT31,FR,BUGFRANCE,FRICE,L,512,FRATRS001,SAN,93,ADM,T,,"Conseiller, Sécurité",FRA,SAINT-CLEMENT-DE-RIVIERE,35.0,2016-04-04,2011-01-03,,FRALIL0001,333,FR G OUEST Rennes,201580,Visual Basic,1,4-Expert,0,0,0,Tracy Case,2
LPS00317843,John Sanchez,E,,EUA41,SHA GIT EMERGING-BT31,FR,BUGFRANCE,FRICE,L,512,FRATRS001,SAN,93,ADM,T,,"Conseiller, Sécurité",FRA,SAINT-CLEMENT-DE-RIVIERE,35.0,2016-04-04,2011-01-03,,FRALIL0001,333,FR G OUEST Rennes,202079,SAP BAPI,0,2-Bon,0,2020,3,Tracy Case,2
LPS00317843,John Sanchez,E,,EUA41,SHA GIT EMERGING-BT31,FR,BUGFRANCE,FRICE,L,512,FRATRS001,SAN,93,ADM,T,,"Conseiller, Sécurité",FRA,SAINT-CLEMENT-DE-RIVIERE,35.0,2016-04-04,2011-01-03,,FRALIL0001,333,FR G OUEST Rennes,200314,SQL Server,4,2-Bon,0,2023,1,Tracy Case,2
497655,Derek Turner,N,I,EUA41,SHA D4B DATA FABRIC-BT11,FR,BUGFRANCE,FRICE,A,501,FRATOU001,SAN,0,MGM,T,Subcontrac,Scrum Master,FRA,Saint Jean,46.0,2021-03-15,2015-07-15,Autre,FRACAS0001,23, CORP- Finance,201959,Machines intelligentes,4,4-Expert,0,2023,1,Jasmine Allen,3
497655,Derek Turner,N,I,EUA41,SHA D4B DATA FABRIC-BT11,FR,BUGFRANCE,FRICE,A,501,FRATOU001,SAN,0,MGM,T,Subcontrac,Scrum Master,FRA,Saint Jean,46.0,2021-03-15,2015-07-15,Autre,FRACAS0001,23, CORP- Finance,202754,Protection criminalité fin.,1,3-Très bon,0,2023,2,Jasmine Allen,3
497655,Derek Turner,N,I,EUA41,SHA D4B DATA FABRIC-BT11,FR,BUGFRANCE,FRICE,A,501,FRATOU001,SAN,0,MGM,T,Subcontrac,Scrum Master,FRA,Saint Jean,46.0,2021-03-15,2015-07-15,Autre,FRACAS0001,23, CORP- Finance,200974,Gestion expérience client,2,3-Très bon,0,2020,3,Jasmine Allen,3
443564,Susan Martinez,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,508,FRATRS001,FTE,8,MGM,R,Subcontrac,Responsable de projet,,Montaigut Sur Save,,2022-03-07,2015-11-30,Autre,,333,USEM,202496,Gitlab,3,2-Bon,0,2023,2,Chad Barrett,2
443564,Susan Martinez,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,508,FRATRS001,FTE,8,MGM,R,Subcontrac,Responsable de projet,,Montaigut Sur Save,,2022-03-07,2015-11-30,Autre,,333,USEM,200308,Apprentissage automatique,2,0-Aucun,0,2020,3,Chad Barrett,2
443564,Susan Martinez,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,508,FRATRS001,FTE,8,MGM,R,Subcontrac,Responsable de projet,,Montaigut Sur Save,,2022-03-07,2015-11-30,Autre,,333,USEM,202320,Cognos,4,2-Bon,0,2023,3,Chad Barrett,2
443564,Susan Martinez,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,508,FRATRS001,FTE,8,MGM,R,Subcontrac,Responsable de projet,,Montaigut Sur Save,,2022-03-07,2015-11-30,Autre,,333,USEM,201398,Access Management,4,1-Faible,0,2023,2,Chad Barrett,2
443564,Susan Martinez,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,508,FRATRS001,FTE,8,MGM,R,Subcontrac,Responsable de projet,,Montaigut Sur Save,,2022-03-07,2015-11-30,Autre,,333,USEM,200855,Rédaction de propositions,1,2-Bon,0,2020,5,Chad Barrett,2
443564,Susan Martinez,E,I,EUA41,SHA CPI CX PLATF INTERACT-BT71,FR,BUGFRANCE,FRICE,P,508,FRATRS001,FTE,8,MGM,R,Subcontrac,Responsable de projet,,Montaigut Sur Save,,2022-03-07,2015-11-30,Autre,,333,USEM,201424,Modèles conception logiciels,4,2-Bon,0,0,5,Chad Barrett,2
498491,Mackenzie Adams,E,,EUA41,SHAOVHDIN,FR,BUGFRANCE,FRICE,P,2,FRATOU001,MGE,93,MGM,T,,Dirigeant d'unité d'affaires,,Champigny-Sur-Marne,46.0,2022-06-13,2003-09-15,BurCGIdépl,,520,FR FGDC Montpellier - BI,202078,Gitflow,3,4-Expert,0,0,3,Laura West,2
498491,Mackenzie Adams,E,,EUA41,SHAOVHDIN,FR,BUGFRANCE,FRICE,P,2,FRATOU001,MGE,93,MGM,T,,Dirigeant d'unité d'affaires,,Champigny-Sur-Marne,46.0,2022-06-13,2003-09-15,BurCGIdépl,,520,FR FGDC Montpellier - BI,201003,TestComplete,2,1-Faible,0,2020,5,Laura West,2
498491,Mackenzie Adams,E,,EUA41,SHAOVHDIN,FR,BUGFRANCE,FRICE,P,2,FRATOU001,MGE,93,MGM,T,,Dirigeant d'unité d'affaires,,Champigny-Sur-Marne,46.0,2022-06-13,2003-09-15,BurCGIdépl,,520,FR FGDC Montpellier - BI,201618,Denodo,0,1-Faible,0,2023,0,Laura West,2
498491,Mackenzie Adams,E,,EUA41,SHAOVHDIN,FR,BUGFRANCE,FRICE,P,2,FRATOU001,MGE,93,MGM,T,,Dirigeant d'unité d'affaires,,Champigny-Sur-Marne,46.0,2022-06-13,2003-09-15,BurCGIdépl,,520,FR FGDC Montpellier - BI,200367,Oracle APEX,3,4-Expert,0,0,5,Laura West,2
498491,Mackenzie Adams,E,,EUA41,SHAOVHDIN,FR,BUGFRANCE,FRICE,P,2,FRATOU001,MGE,93,MGM,T,,Dirigeant d'unité d'affaires,,Champigny-Sur-Marne,46.0,2022-06-13,2003-09-15,BurCGIdépl,,520,FR FGDC Montpellier - BI,200015,Architecture agile,1,1-Faible,0,0,2,Laura West,2
499595,Linda Copeland,E,I,EUA41,SHA D4B BEYOND DATA_BT50,FR,BUGFRANCE,FRICE,L,512,FRAMON001,SFA,1,MGM,T,Subcontrac,"DC, Prestation de services",FRA,Alfortville,35.0,2022-10-20,2010-06-21,BurCGIdépl,FRACES0001,362,FR G EST Strasbourg,200394,Lisp,0,0-Aucun,0,2023,2,Stephanie Harrison,3
499595,Linda Copeland,E,I,EUA41,SHA D4B BEYOND DATA_BT50,FR,BUGFRANCE,FRICE,L,512,FRAMON001,SFA,1,MGM,T,Subcontrac,"DC, Prestation de services",FRA,Alfortville,35.0,2022-10-20,2010-06-21,BurCGIdépl,FRACES0001,362,FR G EST Strasbourg,202331,Raspberry Pi,2,0-Aucun,0,2023,2,Stephanie Harrison,3
499595,Linda Copeland,E,I,EUA41,SHA D4B BEYOND DATA_BT50,FR,BUGFRANCE,FRICE,L,512,FRAMON001,SFA,1,MGM,T,Subcontrac,"DC, Prestation de services",FRA,Alfortville,35.0,2022-10-20,2010-06-21,BurCGIdépl,FRACES0001,362,FR G EST Strasbourg,200982,Agents et courtiers,0,2-Bon,0,0,0,Stephanie Harrison,3
499595,Linda Copeland,E,I,EUA41,SHA D4B BEYOND DATA_BT50,FR,BUGFRANCE,FRICE,L,512,FRAMON001,SFA,1,MGM,T,Subcontrac,"DC, Prestation de services",FRA,Alfortville,35.0,2022-10-20,2010-06-21,BurCGIdépl,FRACES0001,362,FR G EST Strasbourg,201906,Achat au paiement,1,3-Très bon,0,2020,2,Stephanie Harrison,3
484553,Jaime Johnson,E,I,EUA41,SHA GIT EMERGING-TRV,FR,BUGFRANCE,FRICE,L,1,FRAREN002,FTE,13,DIR,T,Subcontrac,Assistant de direction,,Teyran,93.0,2016-04-18,1998-07-01,,FRACES0001,335,FR FGDC Montpellier - BI,200938,Conception,0,3-Très bon,0,0,5,Rodney Castro,4
484553,Jaime Johnson,E,I,EUA41,SHA GIT EMERGING-TRV,FR,BUGFRANCE,FRICE,L,1,FRAREN002,FTE,13,DIR,T,Subcontrac,Assistant de direction,,Teyran,93.0,2016-04-18,1998-07-01,,FRACES0001,335,FR FGDC Montpellier - BI,200567,Apprentissage profond,4,2-Bon,0,0,3,Rodney Castro,4
484553,Jaime Johnson,E,I,EUA41,SHA GIT EMERGING-TRV,FR,BUGFRANCE,FRICE,L,1,FRAREN002,FTE,13,DIR,T,Subcontrac,Assistant de direction,,Teyran,93.0,2016-04-18,1998-07-01,,FRACES0001,335,FR FGDC Montpellier - BI,201487,Dév. scénarios/cas d‘essais,0,1-Faible,0,2023,0,Rodney Castro,4
484553,Jaime Johnson,E,I,EUA41,SHA GIT EMERGING-TRV,FR,BUGFRANCE,FRICE,L,1,FRAREN002,FTE,13,DIR,T,Subcontrac,Assistant de direction,,Teyran,93.0,2016-04-18,1998-07-01,,FRACES0001,335,FR FGDC Montpellier - BI,200782,Facilitation Graphique,2,3-Très bon,0,0,0,Rodney Castro,4
484553,Jaime Johnson,E,I,EUA41,SHA GIT EMERGING-TRV,FR,BUGFRANCE,FRICE,L,1,FRAREN002,FTE,13,DIR,T,Subcontrac,Assistant de direction,,Teyran,93.0,2016-04-18,1998-07-01,,FRACES0001,335,FR FGDC Montpellier - BI,200006,Services bancaires,1,0-Aucun,0,2020,3,Rodney Castro,4
484553,Jaime Johnson,E,I,EUA41,SHA GIT EMERGING-TRV,FR,BUGFRANCE,FRICE,L,1,FRAREN002,FTE,13,DIR,T,Subcontrac,Assistant de direction,,Teyran,93.0,2016-04-18,1998-07-01,,FRACES0001,335,FR FGDC Montpellier - BI,201033,Adobe Experience Platform,1,0-Aucun,0,2020,2,Rodney Castro,4
228578,Jennifer Cox,E,,EUA41,SHA CPI CXPLATFINTER_CXP-BT21,FR,BUGFRANCE,FRICE,P,501,FRAREN002,CSD,91,DIR,T,Subcontrac,Responsable de produit (PO),FRA,Pire Chance,30.0,2020-06-01,2010-10-11,Bureau CGI,FRACES0001,384,FR TPS HR - SectPublic/Trans,201954,Azure - Data & AI,3,3-Très bon,0,0,0,Deborah Lynch,2
228578,Jennifer Cox,E,,EUA41,SHA CPI CXPLATFINTER_CXP-BT21,FR,BUGFRANCE,FRICE,P,501,FRAREN002,CSD,91,DIR,T,Subcontrac,Responsable de produit (PO),FRA,Pire Chance,30.0,2020-06-01,2010-10-11,Bureau CGI,FRACES0001,384,FR TPS HR - SectPublic/Trans,200367,Suite Atlassian,3,0-Aucun,0,2023,1,Deborah Lynch,2
228578,Jennifer Cox,E,,EUA41,SHA CPI CXPLATFINTER_CXP-BT21,FR,BUGFRANCE,FRICE,P,501,FRAREN002,CSD,91,DIR,T,Subcontrac,Responsable de produit (PO),FRA,Pire Chance,30.0,2020-06-01,2010-10-11,Bureau CGI,FRACES0001,384,FR TPS HR - SectPublic/Trans,200546,Serveur – Linux,1,2-Bon,0,2023,5,Deborah Lynch,2
228578,Jennifer Cox,E,,EUA41,SHA CPI CXPLATFINTER_CXP-BT21,FR,BUGFRANCE,FRICE,P,501,FRAREN002,CSD,91,DIR,T,Subcontrac,Responsable de produit (PO),FRA,Pire Chance,30.0,2020-06-01,2010-10-11,Bureau CGI,FRACES0001,384,FR TPS HR - SectPublic/Trans,202409,Canevas du modèle d‘affaires,3,4-Expert,0,2020,0,Deborah Lynch,2
228578,Jennifer Cox,E,,EUA41,SHA CPI CXPLATFINTER_CXP-BT21,FR,BUGFRANCE,FRICE,P,501,FRAREN002,CSD,91,DIR,T,Subcontrac,Responsable de produit (PO),FRA,Pire Chance,30.0,2020-06-01,2010-10-11,Bureau CGI,FRACES0001,384,FR TPS HR - SectPublic/Trans,201761,Commande au paiement,4,0-Aucun,0,2023,1,Deborah Lynch,2
228578,Jennifer Cox,E,,EUA41,SHA CPI CXPLATFINTER_CXP-BT21,FR,BUGFRANCE,FRICE,P,501,FRAREN002,CSD,91,DIR,T,Subcontrac,Responsable de produit (PO),FRA,Pire Chance,30.0,2020-06-01,2010-10-11,Bureau CGI,FRACES0001,384,FR TPS HR - SectPublic/Trans,200283,Oracle ERP,3,1-Faible,0,2020,3,Deborah Lynch,2
